nome_associado,sobrenome_associado,idade_associado,vlr_transacao_movimento,des_transacao_movimento,data_movimento,numero_cartao,nome_impresso_cartao,data_criacao_cartao,tipo_conta,data_criacao_conta
CLIENTE15,SOBRENOME15,20,66.0,DESC 2,2025-01-20 00:00:00,55512551892,CLIENTE181,2024-04-01 14:13:38,POUPANCA,2024-08-14 00:00:00
CLIENTE15,SOBRENOME15,20,136.0,DESC 3,2025-02-28 00:00:00,55512551892,CLIENTE181,2024-04-01 14:13:38,POUPANCA,2024-08-14 00:00:00
CLIENTE15,SOBRENOME15,20,107.0,DESC 5,2025-01-01 00:00:00,54187641499,CLIENTE163,2024-05-27 08:13:33,POUPANCA,2024-08-14 00:00:00
CLIENTE15,SOBRENOME15,20,51.0,DESC 5,2025-02-12 00:00:00,54187641499,CLIENTE163,2024-05-27 08:13:33,POUPANCA,2024-08-14 00:00:00
CLIENTE15,SOBRENOME15,20,123.0,DESC 5,2025-02-20 00:00:00,54187641499,CLIENTE163,2024-05-27 08:13:33,POUPANCA,2024-08-14 00:00:00
CLIENTE15,SOBRENOME15,20,68.0,DESC 4,2025-02-01 00:00:00,54187641499,CLIENTE163,2024-05-27 08:13:33,POUPANCA,2024-08-14 00:00:00
CLIENTE68,SOBRENOME68,73,13.0,DESC 5,2025-01-10 00:00:00,66154256738,CLIENTE51,2024-07-25 07:32:51,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,125.0,DESC 5,2025-02-12 00:00:00,66154256738,CLIENTE51,2024-07-25 07:32:51,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,197.0,DESC 5,2025-01-08 00:00:00,66154256738,CLIENTE51,2024-07-25 07:32:51,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,140.0,DESC 5,2025-02-22 00:00:00,66154256738,CLIENTE51,2024-07-25 07:32:51,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,34.0,DESC 5,2025-02-17 00:00:00,66154256738,CLIENTE51,2024-07-25 07:32:51,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,153.0,DESC 5,2025-02-22 00:00:00,67652727420,CLIENTE130,2024-02-04 21:16:03,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,141.0,DESC 5,2025-01-18 00:00:00,67652727420,CLIENTE130,2024-02-04 21:16:03,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,185.0,DESC 5,2025-02-09 00:00:00,67652727420,CLIENTE130,2024-02-04 21:16:03,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,188.0,DESC 5,2025-01-01 00:00:00,67652727420,CLIENTE130,2024-02-04 21:16:03,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,107.0,DESC 5,2025-02-11 00:00:00,67652727420,CLIENTE130,2024-02-04 21:16:03,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,19.0,DESC 5,2025-02-03 00:00:00,45160503408,CLIENTE49,2024-02-29 13:56:11,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,119.0,DESC 5,2025-02-11 00:00:00,45160503408,CLIENTE49,2024-02-29 13:56:11,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,28.0,DESC 5,2025-02-22 00:00:00,45160503408,CLIENTE49,2024-02-29 13:56:11,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,72.0,DESC 5,2025-01-20 00:00:00,45160503408,CLIENTE49,2024-02-29 13:56:11,POUPANCA,2023-01-19 00:00:00
CLIENTE68,SOBRENOME68,73,93.0,DESC 1,2025-02-18 00:00:00,45160503408,CLIENTE49,2024-02-29 13:56:11,POUPANCA,2023-01-19 00:00:00
CLIENTE55,SOBRENOME55,63,90.0,DESC 5,2025-02-02 00:00:00,83251064315,CLIENTE125,2024-04-24 15:37:43,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,150.0,DESC 5,2025-02-25 00:00:00,83251064315,CLIENTE125,2024-04-24 15:37:43,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,126.0,DESC 5,2025-02-19 00:00:00,83251064315,CLIENTE125,2024-04-24 15:37:43,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,86.0,DESC 5,2025-01-22 00:00:00,54269041900,CLIENTE113,2024-07-30 17:12:48,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,113.0,DESC 5,2025-02-14 00:00:00,54269041900,CLIENTE113,2024-07-30 17:12:48,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,79.0,DESC 5,2025-01-20 00:00:00,54269041900,CLIENTE113,2024-07-30 17:12:48,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,45.0,DESC 5,2025-01-03 00:00:00,54269041900,CLIENTE113,2024-07-30 17:12:48,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,51.0,DESC 5,2025-01-14 00:00:00,54269041900,CLIENTE113,2024-07-30 17:12:48,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,144.0,DESC 5,2025-02-11 00:00:00,47227579641,CLIENTE38,2024-03-17 17:21:13,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,158.0,DESC 5,2025-02-05 00:00:00,47227579641,CLIENTE38,2024-03-17 17:21:13,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE55,SOBRENOME55,63,143.0,DESC 5,2025-02-20 00:00:00,53304309908,CLIENTE22,2024-04-20 12:09:03,EMPRESARIAL,2024-10-23 00:00:00
CLIENTE84,SOBRENOME84,73,63.0,DESC 5,2025-02-15 00:00:00,47696786005,CLIENTE63,2024-06-08 21:35:46,EMPRESARIAL,2023-02-03 00:00:00
CLIENTE134,SOBRENOME134,70,164.0,DESC 5,2025-02-11 00:00:00,47887195670,CLIENTE149,2024-04-09 19:56:49,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,27.0,DESC 5,2025-01-31 00:00:00,47887195670,CLIENTE149,2024-04-09 19:56:49,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,176.0,DESC 5,2025-01-22 00:00:00,47887195670,CLIENTE149,2024-04-09 19:56:49,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,39.0,DESC 5,2025-02-16 00:00:00,47887195670,CLIENTE149,2024-04-09 19:56:49,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,156.0,DESC 5,2025-02-05 00:00:00,47887195670,CLIENTE149,2024-04-09 19:56:49,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,91.0,DESC 5,2025-01-15 00:00:00,76440053950,CLIENTE64,2024-06-17 04:13:14,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,65.0,DESC 5,2025-01-26 00:00:00,76440053950,CLIENTE64,2024-06-17 04:13:14,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,143.0,DESC 5,2025-02-11 00:00:00,87715058657,CLIENTE190,2024-03-03 08:39:02,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,95.0,DESC 1,2025-02-22 00:00:00,87715058657,CLIENTE190,2024-03-03 08:39:02,CORRENTE,2023-03-28 00:00:00
CLIENTE134,SOBRENOME134,70,138.0,DESC 5,2025-01-25 00:00:00,87715058657,CLIENTE190,2024-03-03 08:39:02,CORRENTE,2023-03-28 00:00:00
CLIENTE148,SOBRENOME148,78,184.0,DESC 5,2025-01-11 00:00:00,80354012265,CLIENTE155,2024-03-14 00:41:59,POUPANCA,2023-05-25 00:00:00
CLIENTE148,SOBRENOME148,78,45.0,DESC 5,2025-01-17 00:00:00,80354012265,CLIENTE155,2024-03-14 00:41:59,POUPANCA,2023-05-25 00:00:00
CLIENTE75,SOBRENOME75,80,147.0,DESC 5,2025-01-03 00:00:00,63044496388,CLIENTE194,2024-01-14 19:55:04,EMPRESARIAL,2023-05-05 00:00:00
CLIENTE75,SOBRENOME75,80,92.0,DESC 5,2025-01-27 00:00:00,63044496388,CLIENTE194,2024-01-14 19:55:04,EMPRESARIAL,2023-05-05 00:00:00
CLIENTE168,SOBRENOME168,73,194.0,DESC 5,2025-01-28 00:00:00,86288805722,CLIENTE187,2024-02-17 15:34:39,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,118.0,DESC 5,2025-02-13 00:00:00,86288805722,CLIENTE187,2024-02-17 15:34:39,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,105.0,DESC 5,2025-01-27 00:00:00,86288805722,CLIENTE187,2024-02-17 15:34:39,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,150.0,DESC 5,2025-02-25 00:00:00,86288805722,CLIENTE187,2024-02-17 15:34:39,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,40.0,DESC 5,2025-01-14 00:00:00,54150460402,CLIENTE176,2024-01-30 11:02:21,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,70.0,DESC 5,2025-02-01 00:00:00,54150460402,CLIENTE176,2024-01-30 11:02:21,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,183.0,DESC 3,2025-01-06 00:00:00,54150460402,CLIENTE176,2024-01-30 11:02:21,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,149.0,DESC 1,2025-01-22 00:00:00,54150460402,CLIENTE176,2024-01-30 11:02:21,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,157.0,DESC 5,2025-02-27 00:00:00,51804061409,CLIENTE17,2024-07-21 01:36:31,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,160.0,DESC 5,2025-01-26 00:00:00,51804061409,CLIENTE17,2024-07-21 01:36:31,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,49.0,DESC 2,2025-01-23 00:00:00,51804061409,CLIENTE17,2024-07-21 01:36:31,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE168,SOBRENOME168,73,43.0,DESC 3,2025-02-11 00:00:00,51804061409,CLIENTE17,2024-07-21 01:36:31,EMPRESARIAL,2024-10-14 00:00:00
CLIENTE57,SOBRENOME57,45,43.0,DESC 5,2025-02-04 00:00:00,56722702196,CLIENTE145,2024-01-26 09:56:42,POUPANCA,2024-09-15 00:00:00
CLIENTE57,SOBRENOME57,45,13.0,DESC 2,2025-01-01 00:00:00,56722702196,CLIENTE145,2024-01-26 09:56:42,POUPANCA,2024-09-15 00:00:00
CLIENTE57,SOBRENOME57,45,48.0,DESC 3,2025-01-14 00:00:00,56722702196,CLIENTE145,2024-01-26 09:56:42,POUPANCA,2024-09-15 00:00:00
CLIENTE57,SOBRENOME57,45,82.0,DESC 2,2025-01-11 00:00:00,56722702196,CLIENTE145,2024-01-26 09:56:42,POUPANCA,2024-09-15 00:00:00
CLIENTE92,SOBRENOME92,39,145.0,DESC 5,2025-01-04 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE92,SOBRENOME92,39,188.0,DESC 5,2025-01-28 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE92,SOBRENOME92,39,168.0,DESC 5,2025-01-13 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE92,SOBRENOME92,39,71.0,DESC 5,2025-02-23 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE92,SOBRENOME92,39,25.0,DESC 5,2025-02-13 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE92,SOBRENOME92,39,65.0,DESC 2,2025-01-13 00:00:00,64771863895,CLIENTE48,2024-01-10 07:28:52,CORRENTE,2023-05-17 00:00:00
CLIENTE123,SOBRENOME123,26,149.0,DESC 5,2025-02-19 00:00:00,82167126923,CLIENTE123,2024-02-12 13:44:47,EMPRESARIAL,2023-05-22 00:00:00
CLIENTE92,SOBRENOME92,39,90.0,DESC 5,2025-02-07 00:00:00,72220529674,CLIENTE60,2024-06-11 23:02:27,CORRENTE,2024-11-11 00:00:00
CLIENTE92,SOBRENOME92,39,104.0,DESC 5,2025-02-21 00:00:00,72220529674,CLIENTE60,2024-06-11 23:02:27,CORRENTE,2024-11-11 00:00:00
CLIENTE92,SOBRENOME92,39,168.0,DESC 5,2025-02-25 00:00:00,72220529674,CLIENTE60,2024-06-11 23:02:27,CORRENTE,2024-11-11 00:00:00
CLIENTE113,SOBRENOME113,27,37.0,DESC 5,2025-01-24 00:00:00,90582686592,CLIENTE188,2024-02-07 00:53:32,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,132.0,DESC 5,2025-01-18 00:00:00,90582686592,CLIENTE188,2024-02-07 00:53:32,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,14.0,DESC 4,2025-02-21 00:00:00,90582686592,CLIENTE188,2024-02-07 00:53:32,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,51.0,DESC 5,2025-02-22 00:00:00,62953079993,CLIENTE17,2024-04-19 23:30:11,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,81.0,DESC 1,2025-01-21 00:00:00,62953079993,CLIENTE17,2024-04-19 23:30:11,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,26.0,DESC 4,2025-02-08 00:00:00,62953079993,CLIENTE17,2024-04-19 23:30:11,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,44.0,DESC 5,2025-01-11 00:00:00,61333059945,CLIENTE193,2024-07-06 16:58:48,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,182.0,DESC 5,2025-02-18 00:00:00,61333059945,CLIENTE193,2024-07-06 16:58:48,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,46.0,DESC 5,2025-01-10 00:00:00,61333059945,CLIENTE193,2024-07-06 16:58:48,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE113,SOBRENOME113,27,43.0,DESC 2,2025-01-21 00:00:00,61333059945,CLIENTE193,2024-07-06 16:58:48,EMPRESARIAL,2023-01-08 00:00:00
CLIENTE168,SOBRENOME168,73,150.0,DESC 5,2025-01-31 00:00:00,88410978775,CLIENTE77,2024-05-17 10:45:36,EMPRESARIAL,2023-04-16 00:00:00
CLIENTE168,SOBRENOME168,73,153.0,DESC 5,2025-01-30 00:00:00,69399242977,CLIENTE1,2024-07-09 12:54:09,EMPRESARIAL,2023-04-16 00:00:00
CLIENTE168,SOBRENOME168,73,141.0,DESC 3,2025-02-15 00:00:00,69399242977,CLIENTE1,2024-07-09 12:54:09,EMPRESARIAL,2023-04-16 00:00:00
CLIENTE135,SOBRENOME135,42,141.0,DESC 5,2025-01-11 00:00:00,48579451043,CLIENTE110,2024-05-23 20:20:20,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE135,SOBRENOME135,42,66.0,DESC 5,2025-02-22 00:00:00,48579451043,CLIENTE110,2024-05-23 20:20:20,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE135,SOBRENOME135,42,137.0,DESC 5,2025-02-23 00:00:00,48579451043,CLIENTE110,2024-05-23 20:20:20,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE135,SOBRENOME135,42,137.0,DESC 5,2025-02-24 00:00:00,48579451043,CLIENTE110,2024-05-23 20:20:20,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE135,SOBRENOME135,42,126.0,DESC 5,2025-02-18 00:00:00,48579451043,CLIENTE110,2024-05-23 20:20:20,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE135,SOBRENOME135,42,166.0,DESC 1,2025-03-01 00:00:00,75225394730,CLIENTE19,2024-01-24 02:07:27,EMPRESARIAL,2023-03-17 00:00:00
CLIENTE191,SOBRENOME191,32,192.0,DESC 5,2025-02-16 00:00:00,57519548824,CLIENTE102,2024-03-11 01:59:44,EMPRESARIAL,2023-01-13 00:00:00
CLIENTE191,SOBRENOME191,32,77.0,DESC 2,2025-02-04 00:00:00,57519548824,CLIENTE102,2024-03-11 01:59:44,EMPRESARIAL,2023-01-13 00:00:00
CLIENTE109,SOBRENOME109,34,114.0,DESC 5,2025-02-01 00:00:00,61093201030,CLIENTE98,2024-01-29 12:08:14,CORRENTE,2023-01-20 00:00:00
CLIENTE109,SOBRENOME109,34,19.0,DESC 5,2025-01-13 00:00:00,61093201030,CLIENTE98,2024-01-29 12:08:14,CORRENTE,2023-01-20 00:00:00
CLIENTE24,SOBRENOME24,28,37.0,DESC 5,2025-01-17 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,170.0,DESC 5,2025-02-19 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,124.0,DESC 5,2025-01-06 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,168.0,DESC 5,2025-02-05 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,62.0,DESC 5,2025-02-01 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,80.0,DESC 4,2025-02-17 00:00:00,60374919262,CLIENTE153,2024-01-13 04:59:53,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,115.0,DESC 5,2025-01-21 00:00:00,69935466646,CLIENTE73,2024-02-05 18:29:37,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE24,SOBRENOME24,28,33.0,DESC 5,2025-02-04 00:00:00,69935466646,CLIENTE73,2024-02-05 18:29:37,EMPRESARIAL,2024-09-23 00:00:00
CLIENTE29,SOBRENOME29,50,20.0,DESC 5,2025-02-09 00:00:00,76497837176,CLIENTE10,2024-03-15 20:41:15,POUPANCA,2024-05-20 00:00:00
CLIENTE189,SOBRENOME189,46,76.0,DESC 5,2025-02-09 00:00:00,82621513130,CLIENTE56,2024-04-25 01:28:15,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,44.0,DESC 5,2025-01-16 00:00:00,82621513130,CLIENTE56,2024-04-25 01:28:15,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,161.0,DESC 4,2025-01-17 00:00:00,82621513130,CLIENTE56,2024-04-25 01:28:15,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,105.0,DESC 1,2025-01-08 00:00:00,82621513130,CLIENTE56,2024-04-25 01:28:15,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,65.0,DESC 5,2025-02-04 00:00:00,75514562115,CLIENTE69,2024-05-01 07:39:26,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,91.0,DESC 4,2025-01-23 00:00:00,75514562115,CLIENTE69,2024-05-01 07:39:26,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,64.0,DESC 5,2025-01-24 00:00:00,77488729527,CLIENTE171,2024-01-22 10:49:51,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,129.0,DESC 5,2025-02-22 00:00:00,77488729527,CLIENTE171,2024-01-22 10:49:51,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,148.0,DESC 5,2025-01-14 00:00:00,77488729527,CLIENTE171,2024-01-22 10:49:51,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,98.0,DESC 5,2025-01-13 00:00:00,46082301429,CLIENTE8,2024-07-21 14:34:29,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,127.0,DESC 5,2025-02-19 00:00:00,46082301429,CLIENTE8,2024-07-21 14:34:29,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,101.0,DESC 5,2025-02-26 00:00:00,46082301429,CLIENTE8,2024-07-21 14:34:29,POUPANCA,2023-01-18 00:00:00
CLIENTE189,SOBRENOME189,46,128.0,DESC 5,2025-02-19 00:00:00,46082301429,CLIENTE8,2024-07-21 14:34:29,POUPANCA,2023-01-18 00:00:00
CLIENTE79,SOBRENOME79,21,39.0,DESC 5,2025-01-24 00:00:00,67170133965,CLIENTE92,2024-03-20 14:07:50,POUPANCA,2023-07-09 00:00:00
CLIENTE79,SOBRENOME79,21,110.0,DESC 5,2025-02-16 00:00:00,67170133965,CLIENTE92,2024-03-20 14:07:50,POUPANCA,2023-07-09 00:00:00
CLIENTE79,SOBRENOME79,21,8.0,DESC 5,2025-01-05 00:00:00,67170133965,CLIENTE92,2024-03-20 14:07:50,POUPANCA,2023-07-09 00:00:00
CLIENTE79,SOBRENOME79,21,195.0,DESC 1,2025-02-15 00:00:00,67170133965,CLIENTE92,2024-03-20 14:07:50,POUPANCA,2023-07-09 00:00:00
CLIENTE79,SOBRENOME79,21,71.0,DESC 4,2025-02-20 00:00:00,67170133965,CLIENTE92,2024-03-20 14:07:50,POUPANCA,2023-07-09 00:00:00
CLIENTE148,SOBRENOME148,78,85.0,DESC 5,2025-01-30 00:00:00,76273680629,CLIENTE69,2024-07-30 23:41:56,EMPRESARIAL,2023-05-26 00:00:00
CLIENTE148,SOBRENOME148,78,187.0,DESC 5,2025-01-28 00:00:00,76273680629,CLIENTE69,2024-07-30 23:41:56,EMPRESARIAL,2023-05-26 00:00:00
CLIENTE148,SOBRENOME148,78,119.0,DESC 5,2025-01-12 00:00:00,76273680629,CLIENTE69,2024-07-30 23:41:56,EMPRESARIAL,2023-05-26 00:00:00
CLIENTE148,SOBRENOME148,78,136.0,DESC 3,2025-02-19 00:00:00,76273680629,CLIENTE69,2024-07-30 23:41:56,EMPRESARIAL,2023-05-26 00:00:00
CLIENTE78,SOBRENOME78,39,118.0,DESC 5,2025-02-13 00:00:00,81192832431,CLIENTE114,2024-04-10 01:29:02,POUPANCA,2024-08-24 00:00:00
CLIENTE196,SOBRENOME196,52,177.0,DESC 5,2025-02-27 00:00:00,89713287477,CLIENTE174,2024-03-20 03:39:54,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,7.0,DESC 5,2025-02-12 00:00:00,89713287477,CLIENTE174,2024-03-20 03:39:54,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,77.0,DESC 5,2025-02-15 00:00:00,89713287477,CLIENTE174,2024-03-20 03:39:54,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,103.0,DESC 5,2025-01-18 00:00:00,89713287477,CLIENTE174,2024-03-20 03:39:54,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,101.0,DESC 5,2025-02-17 00:00:00,89713287477,CLIENTE174,2024-03-20 03:39:54,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,121.0,DESC 5,2025-01-12 00:00:00,56466390503,CLIENTE32,2024-02-22 00:56:39,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,128.0,DESC 5,2025-02-12 00:00:00,56466390503,CLIENTE32,2024-02-22 00:56:39,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,27.0,DESC 5,2025-01-26 00:00:00,56466390503,CLIENTE32,2024-02-22 00:56:39,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,40.0,DESC 5,2025-01-18 00:00:00,56466390503,CLIENTE32,2024-02-22 00:56:39,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,24.0,DESC 5,2025-02-24 00:00:00,62814060455,CLIENTE47,2024-07-05 02:00:31,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,147.0,DESC 5,2025-02-05 00:00:00,62814060455,CLIENTE47,2024-07-05 02:00:31,CORRENTE,2023-06-07 00:00:00
CLIENTE196,SOBRENOME196,52,52.0,DESC 4,2025-01-31 00:00:00,62814060455,CLIENTE47,2024-07-05 02:00:31,CORRENTE,2023-06-07 00:00:00
CLIENTE30,SOBRENOME30,24,113.0,DESC 5,2025-01-31 00:00:00,74347523325,CLIENTE101,2024-03-06 16:24:50,POUPANCA,2023-01-28 00:00:00
CLIENTE30,SOBRENOME30,24,133.0,DESC 1,2025-01-12 00:00:00,74347523325,CLIENTE101,2024-03-06 16:24:50,POUPANCA,2023-01-28 00:00:00
CLIENTE113,SOBRENOME113,27,127.0,DESC 5,2025-01-30 00:00:00,91856467016,CLIENTE32,2024-02-16 18:06:19,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,123.0,DESC 5,2025-01-08 00:00:00,91856467016,CLIENTE32,2024-02-16 18:06:19,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,37.0,DESC 5,2025-01-15 00:00:00,52180467988,CLIENTE189,2024-02-07 09:13:17,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,109.0,DESC 5,2025-01-08 00:00:00,52180467988,CLIENTE189,2024-02-07 09:13:17,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,63.0,DESC 5,2025-03-01 00:00:00,52180467988,CLIENTE189,2024-02-07 09:13:17,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,160.0,DESC 3,2025-01-18 00:00:00,52180467988,CLIENTE189,2024-02-07 09:13:17,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,166.0,DESC 3,2025-01-16 00:00:00,52180467988,CLIENTE189,2024-02-07 09:13:17,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,182.0,DESC 5,2025-01-05 00:00:00,88762237397,CLIENTE108,2024-03-24 17:46:38,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE113,SOBRENOME113,27,86.0,DESC 5,2025-01-25 00:00:00,88762237397,CLIENTE108,2024-03-24 17:46:38,EMPRESARIAL,2023-05-02 00:00:00
CLIENTE119,SOBRENOME119,54,32.0,DESC 5,2025-01-02 00:00:00,57147577878,CLIENTE169,2024-03-05 10:08:04,CORRENTE,2024-07-01 00:00:00
CLIENTE119,SOBRENOME119,54,145.0,DESC 5,2025-01-30 00:00:00,57147577878,CLIENTE169,2024-03-05 10:08:04,CORRENTE,2024-07-01 00:00:00
CLIENTE119,SOBRENOME119,54,106.0,DESC 5,2025-01-09 00:00:00,57147577878,CLIENTE169,2024-03-05 10:08:04,CORRENTE,2024-07-01 00:00:00
CLIENTE160,SOBRENOME160,21,159.0,DESC 5,2025-01-25 00:00:00,90854400003,CLIENTE77,2024-05-20 10:34:17,CORRENTE,2023-08-11 00:00:00
